#950 M-BGP deployment cases by Hurricane Electric (AS6939) identified before 20200510.
#Format: 
#border router|peeringASN,<neighbor address list by show ip bgp summary (separated by comma)>|prefix,<Next-hop list by show ip bgp route detail (separated by comma)>
sto1|42708,185.1.107.26,192.121.80.140,194.68.123.194,195.245.240.194|91.217.189.0/24,192.121.80.140,195.245.240.194,194.68.123.194,185.1.107.26
sto1|43893,192.121.80.154,194.68.123.210,194.68.128.210|194.132.81.0/24,192.121.80.154,194.68.128.210,194.68.123.210
sto1|44444,192.121.80.68,194.68.123.131,194.68.128.131|85.115.37.0/24,194.68.128.131,194.68.123.131,192.121.80.68
sto1|45011,192.121.80.90,194.68.123.100,194.68.128.100,195.69.119.100,195.245.240.100|89.236.38.0/24,192.121.80.90,195.69.119.100,194.68.128.100,194.68.123.100
sto1|46489,194.68.123.83,194.68.128.83,195.69.119.83,195.245.240.83|23.160.0.0/24,195.69.119.83,195.245.240.83,194.68.128.83,194.68.123.83
sto1|47708,192.121.80.184,194.68.128.93|192.121.194.0/24,192.121.80.184,194.68.128.93
sto1|47764,109.239.137.248,109.239.137.249,178.18.226.33,178.18.226.141|185.187.63.0/24,109.239.137.248,109.239.137.249,178.18.226.141,178.18.226.33
sto1|47869,192.121.80.223,194.68.123.84,194.68.128.84|194.110.67.0/24,192.121.80.223,194.68.123.84,194.68.128.84
sto1|50304,192.121.80.212,193.110.13.134|185.35.200.0/24,192.121.80.212,193.110.13.134
sto1|50986,192.121.80.177,194.68.123.31,194.68.128.31|193.34.202.0/24,192.121.80.177,194.68.123.31,194.68.128.31
sto1|50989,193.110.12.143,193.110.13.143|192.165.250.0/24,193.110.13.143,193.110.12.143
sto1|51430,194.68.123.39,194.68.128.39|37.46.120.0/24,194.68.123.39,194.68.128.39
sto1|51468,194.68.123.221,194.68.128.221|91.198.169.0/24,194.68.128.221,194.68.123.221
sto1|5400,194.68.123.109,194.68.128.109|77.72.239.0/24,194.68.128.109,194.68.123.109
sto1|54113,192.121.80.71,192.121.80.72|23.235.36.0/24,192.121.80.72,192.121.80.71
sto1|57208,192.121.80.55,194.68.123.48,194.68.128.48|91.215.93.0/24,194.68.123.48,194.68.128.48,192.121.80.55
sto1|59835,194.68.123.36,194.68.128.36|77.80.253.0/24,194.68.128.36,194.68.123.36
sto1|6667,192.121.80.213,194.68.123.136,194.68.128.136|192.175.45.0/24,192.121.80.213,194.68.128.136,194.68.123.136
sto1|714,185.1.107.29,185.1.107.30,194.68.123.9,194.68.128.9|17.84.208.0/24,194.68.128.9,185.1.107.29,185.1.107.30,194.68.123.9
sto1|8075,178.18.225.38,194.68.123.181,194.68.128.181,195.69.119.181,195.245.240.181|52.96.38.0/24,194.68.128.181,194.68.123.181,195.69.119.181,195.245.240.181
sto1|8220,194.68.123.104,194.68.128.104|91.223.206.0/24,194.68.128.104,194.68.123.104
sto1|8359,194.68.123.161,194.68.128.161|62.220.43.0/24,194.68.128.161,194.68.123.161
sto1|8403,194.68.123.238,194.68.128.238|193.182.8.0/24,194.68.123.238,194.68.128.238
sto1|8473,194.68.123.85,194.68.128.85|91.198.223.0/24,194.68.123.85,194.68.128.85
sto1|8674,194.68.123.73,194.68.128.172,195.69.119.172,195.245.240.73|194.146.105.0/24,194.68.128.172,195.245.240.73,195.69.119.172,194.68.123.73
sto1|8896,192.121.80.170,193.110.13.114|91.223.85.0/24,193.110.13.114,192.121.80.170
sto1|9002,194.68.123.157,194.68.128.157|45.8.229.0/24,194.68.128.157,194.68.123.157
sto1|9201,195.69.119.162,195.245.240.162|192.71.136.0/24,195.245.240.162,195.69.119.162
syd1|132113,103.26.69.60,218.100.52.192|103.70.193.0/24,218.100.52.192,103.26.69.60
syd1|13335,45.127.172.154,103.26.68.78,103.26.71.38,218.100.52.11|8.31.161.0/24,218.100.52.11,103.26.68.78,45.127.172.154,103.26.71.38
syd1|133480,103.26.68.226,103.26.71.93,183.177.61.9,218.100.52.145,218.100.78.105|43.245.161.0/24,183.177.61.9,218.100.52.145,103.26.71.93,103.26.68.226
syd1|133736,103.26.68.243,218.100.52.232|103.47.0.0/24,103.26.68.243,218.100.52.232
syd1|134090,45.127.172.238,218.100.52.178,218.100.78.73|103.85.36.0/24,45.127.172.238,218.100.52.178
syd1|135069,45.127.172.229,103.26.68.86,103.26.68.201,218.100.52.217|203.28.247.0/24,45.127.172.229,218.100.52.217,103.26.68.86
syd1|135126,103.26.68.176,218.100.52.220|43.252.115.0/24,103.26.68.176,218.100.52.220
syd1|135328,103.26.68.225,218.100.53.2|103.214.104.0/24,218.100.53.2,103.26.68.225
syd1|138466,45.127.172.128,218.100.52.230|103.76.40.0/24,45.127.172.128,218.100.52.230
syd1|16276,45.127.172.217,218.100.52.213|198.27.92.0/24,45.127.172.217,218.100.52.213
syd1|16509,45.127.172.131,103.26.68.65,103.26.71.47,183.177.61.35,218.100.52.9,218.100.78.50|54.239.202.0/24,103.26.71.47,183.177.61.35,218.100.78.50
syd1|17535,103.26.69.19,103.26.69.20,218.100.52.138|203.63.204.0/24,103.26.69.20,218.100.52.138
syd1|17705,45.127.172.135,218.100.52.210|202.36.110.0/24,218.100.52.210,45.127.172.135
syd1|17766,45.127.172.150,103.26.68.55,103.26.71.143,218.100.52.146|43.251.109.0/24,103.26.68.55,45.127.172.150,103.26.71.143,218.100.52.146
syd1|199524,45.127.172.78,103.26.68.207,103.26.71.16,218.100.52.219|92.223.100.0/24,218.100.52.219,45.127.172.78,103.26.68.207,103.26.71.16
syd1|20473,103.26.68.93,218.100.53.14|203.25.132.0/24,103.26.68.93,218.100.53.14
syd1|2635,45.127.172.81,103.26.68.121,103.26.71.60|198.181.116.0/24,45.127.172.81,103.26.68.121,103.26.71.60
syd1|27471,45.127.172.118,45.127.172.214|148.64.2.0/24,45.127.172.118,45.127.172.214
syd1|32590,45.127.172.185,218.100.52.77|155.133.227.0/24,218.100.52.77,45.127.172.185
syd1|36236,103.26.68.75,218.100.52.161|45.54.35.0/24,103.26.68.75,218.100.52.161
syd1|38195,45.127.172.89,103.26.68.62,103.26.71.30,183.177.61.15,218.100.52.71,218.100.52.228,218.100.78.4,218.100.78.106|27.122.122.0/24,103.26.68.62,103.26.71.30,183.177.61.15,45.127.172.89
syd1|42,45.127.172.68,103.26.68.95,103.26.71.48|65.22.4.0/24,103.26.68.95,45.127.172.68,103.26.71.48
syd1|45102,45.127.172.170,103.26.68.187,218.100.52.48|161.117.126.0/24,45.127.172.170,103.26.68.187,218.100.52.48
syd1|46562,45.127.173.9,218.100.52.204|185.198.242.0/24,45.127.173.9,218.100.52.204
syd1|54994,45.127.172.141,183.177.61.37|157.185.151.0/24,45.127.172.141,183.177.61.37
syd1|58511,45.127.172.149,103.26.68.42,103.26.71.12,183.177.61.20,218.100.52.56,218.100.78.35|103.227.66.0/24,103.26.71.12,183.177.61.20,103.26.68.42,45.127.172.149
syd1|58868,103.26.68.214,218.100.52.175|27.122.119.0/24,103.26.68.214,218.100.52.175
syd1|63920,103.26.68.179,103.26.71.119,218.100.52.106,218.100.78.77|43.225.50.0/24,218.100.78.77,103.26.71.119
syd1|63956,45.127.172.2,103.26.68.150,103.26.71.80,183.177.61.33,218.100.52.119,218.100.78.81|45.112.244.0/24,103.26.68.150,218.100.52.119,103.26.71.80,45.127.172.2
syd1|714,45.127.172.165,45.127.172.208,103.26.68.112,103.26.68.113|17.84.208.0/24,45.127.172.208,103.26.68.113,103.26.68.112,45.127.172.165
syd1|7604,103.26.71.10,218.100.52.16|202.74.178.0/24,103.26.71.10,218.100.52.16
syd1|9268,45.127.172.178,103.26.68.16,218.100.52.13|202.9.27.0/24,45.127.172.178,218.100.52.13
syd1|9310,45.127.172.119,218.100.52.207,218.100.52.223|202.169.122.0/24,45.127.172.119,218.100.52.223
syd1|9342,103.26.68.84,218.100.52.52,218.100.52.54|202.6.74.0/24,218.100.52.54,103.26.68.84
syd1|9723,103.26.68.91,218.100.52.33|103.95.77.0/24,218.100.52.33,103.26.68.91
tor1|10310,206.108.35.40,206.108.35.41|68.142.248.0/24,206.108.35.41,206.108.35.40
tor1|13335,198.32.181.56,206.53.203.8,206.108.34.208|8.44.63.0/24,198.32.181.56,206.108.34.208,206.53.203.8
tor1|13895,206.108.34.206,206.108.35.9|72.51.31.0/24,206.108.34.206,206.108.35.9
tor1|16509,206.108.35.36,206.108.35.37|99.83.255.0/24,206.108.35.37,206.108.35.36
tor1|19752,198.32.181.46,206.108.34.48|142.47.87.0/24,198.32.181.46,206.108.34.48
tor1|22616,206.108.35.7,206.108.35.8|165.225.37.0/24,206.108.35.8,206.108.35.7
tor1|27471,198.32.181.58,198.32.181.59|38.64.174.0/24,198.32.181.58,198.32.181.59
tor1|396253,198.32.181.2,198.32.181.3|136.228.227.0/24,198.32.181.2,198.32.181.3
tor1|42,206.53.203.10,206.108.34.115|65.22.4.0/24,206.108.34.115,206.53.203.10
tor1|46489,206.108.35.45,206.108.35.51|23.160.0.0/24,206.108.35.51,206.108.35.45
tor1|54113,206.108.35.30,206.108.35.31|23.235.37.0/24,206.108.35.31,206.108.35.30
tpe1|10310,203.163.222.36,203.163.222.37|203.84.212.0/24,203.163.222.37,203.163.222.36
tpe1|714,203.163.222.69,203.163.222.70|17.84.208.0/24,203.163.222.69,203.163.222.70
tpe1|8075,203.163.222.15,203.163.222.85|52.96.38.0/24,203.163.222.85,203.163.222.15
tyo1|10310,203.190.230.15,203.190.230.128,210.171.224.44,210.171.224.45,210.173.176.173,210.173.176.174,218.100.6.98,218.100.6.99|27.123.36.0/24,203.190.230.128,210.171.224.44,210.171.224.45,203.190.230.15
tyo1|13335,203.190.230.72,210.171.224.134,210.173.176.127,218.100.6.62|8.37.43.0/24,203.190.230.72,210.173.176.127,218.100.6.62,210.171.224.134
tyo1|13414,203.190.230.64,203.190.230.101,210.173.176.134,210.173.176.152,218.100.6.75,218.100.6.114|69.195.191.0/24,203.190.230.64,210.173.176.152,210.173.176.134,203.190.230.101
tyo1|137922,203.190.230.169,203.190.230.170|124.40.55.0/24,203.190.230.170,203.190.230.169
tyo1|14537,203.190.230.137,210.171.224.37,210.173.176.93|5.62.86.0/24,210.173.176.93,210.171.224.37,203.190.230.137
tyo1|15133,203.190.230.32,203.190.230.96,210.171.224.234,210.173.176.74,210.173.176.75,218.100.6.84,218.100.6.85|68.232.44.0/24,203.190.230.96,203.190.230.32,210.171.224.234,210.173.176.74
tyo1|15169,203.190.230.31,210.171.224.95,210.173.176.243,210.173.176.245,218.100.6.53|8.8.4.0/24,203.190.230.31,210.171.224.95,210.173.176.245,210.173.176.243
tyo1|16509,203.190.230.53,203.190.230.116,210.171.224.127,210.171.224.211,210.171.224.212,210.171.224.236,210.173.176.188,210.173.176.198,218.100.6.52,218.100.6.207|99.84.48.0/24,203.190.230.116,203.190.230.53,210.171.224.127,210.171.224.211
tyo1|17676,218.100.6.11,218.100.6.16|100.42.26.0/24,218.100.6.11,218.100.6.16
tyo1|17686,210.173.176.69,218.100.6.54|43.253.49.0/24,210.173.176.69,218.100.6.54
tyo1|17707,203.190.230.80,210.173.176.29|125.6.130.0/24,210.173.176.29,203.190.230.80
tyo1|18126,210.171.224.217,210.173.176.199,218.100.6.179|103.64.135.0/24,210.171.224.217,210.173.176.199
tyo1|18135,210.171.224.154,218.100.6.103|203.211.45.0/24,218.100.6.103,210.171.224.154
tyo1|18260,210.171.224.71,210.173.176.79|192.218.200.0/24,210.171.224.71,210.173.176.79
tyo1|18403,203.190.230.127,210.171.224.152,210.173.176.225,218.100.6.171|1.52.30.0/24,210.171.224.152,203.190.230.127,210.173.176.225,218.100.6.171
tyo1|19679,210.171.224.207,210.173.176.123|162.125.80.0/24,210.171.224.207,210.173.176.123
tyo1|199524,210.171.224.145,210.173.176.89,218.100.6.201,218.100.7.26|92.38.178.0/24,218.100.6.201,218.100.7.26,210.173.176.89,210.171.224.145
tyo1|22822,203.190.230.1,203.190.230.39,210.171.224.123,218.100.6.140|208.111.184.0/24,203.190.230.1,218.100.6.140,203.190.230.39,210.171.224.123
tyo1|23576,203.190.230.85,210.173.176.182,218.100.6.80|203.104.170.0/24,218.100.6.80,203.190.230.85,210.173.176.182
tyo1|23620,210.171.224.137,210.173.176.66,218.100.6.42|203.209.145.0/24,210.173.176.66,218.100.6.42,210.171.224.137
tyo1|2497,210.173.176.190,210.173.176.219|103.2.57.0/24,210.173.176.219,210.173.176.190
tyo1|2519,203.190.230.19,210.171.224.101,210.173.176.25|1.1.103.0/24,210.173.176.25,210.171.224.101,203.190.230.19
tyo1|2635,203.190.230.104,210.173.176.196,218.100.6.107|198.181.116.0/24,218.100.6.107,210.173.176.196,203.190.230.104
tyo1|2687,210.171.224.103,210.173.176.228,218.100.6.156|146.222.149.0/24,218.100.6.156,210.173.176.228,210.171.224.103
tyo1|2907,210.171.224.150,210.173.176.94|160.18.2.0/24,210.173.176.94,210.171.224.150
tyo1|32787,210.171.224.197,210.173.176.122,218.100.6.86|27.105.82.0/24,210.171.224.197,218.100.6.86,210.173.176.122
tyo1|33353,203.190.230.117,210.171.224.81|104.142.192.0/24,210.171.224.81,203.190.230.117
tyo1|33438,203.190.230.177,203.190.230.178,218.100.7.13,218.100.7.14|103.66.28.0/24,218.100.7.14,203.190.230.177,203.190.230.178,218.100.7.13
tyo1|36351,203.190.230.61,210.173.176.133,218.100.6.65|45.67.133.0/24,203.190.230.61,218.100.6.65
tyo1|38001,203.190.230.143,210.171.224.220,218.100.6.27|45.119.201.0/24,210.171.224.220,203.190.230.143,218.100.6.27
tyo1|38195,203.190.230.158,210.171.225.21,218.100.6.24|27.122.112.0/24,210.171.225.21,203.190.230.158,218.100.6.24
tyo1|393513,203.190.230.91,203.190.230.92|65.19.188.0/24,203.190.230.91,203.190.230.92
tyo1|41095,210.173.176.161,218.100.6.124|45.116.8.0/24,218.100.6.124,210.173.176.161
tyo1|44444,203.190.230.81,218.100.6.206|157.167.26.0/24,218.100.6.206,203.190.230.81
tyo1|45899,210.173.176.187,218.100.6.43|113.171.68.0/24,218.100.6.43,210.173.176.187
tyo1|46489,203.190.230.118,203.190.230.119,210.173.176.149,210.173.176.150,218.100.6.112,218.100.6.113|192.108.239.0/24,203.190.230.118,203.190.230.119,210.173.176.149,210.173.176.150
tyo1|4775,203.190.230.48,210.171.224.75,210.173.176.232,218.100.6.97|1.37.27.0/24,210.171.224.75,210.173.176.232
tyo1|49544,203.190.230.125,210.171.224.138,218.100.6.121|31.204.145.0/24,210.171.224.138,203.190.230.125,218.100.6.121
tyo1|54113,203.190.230.148,203.190.230.150,210.171.225.30,210.171.225.31,210.173.176.67,210.173.176.110,218.100.7.48,218.100.7.49|23.235.37.0/24,203.190.230.150,210.171.225.31,210.171.225.30,203.190.230.148
tyo1|58453,203.190.230.108,210.171.224.198|223.118.41.0/24,203.190.230.108,210.171.224.198
tyo1|64050,203.190.230.167,210.173.176.157,218.100.7.58|1.32.194.0/24,218.100.7.58,203.190.230.167
tyo1|714,203.190.230.107,203.190.230.109,210.171.224.64,210.171.224.164,210.173.176.129,210.173.176.131,218.100.6.89|17.84.198.0/24,203.190.230.107,210.171.224.164,203.190.230.109,210.171.224.64
tyo1|7529,210.171.224.111,210.173.176.107|202.17.189.0/24,210.171.224.111,210.173.176.107
tyo1|7713,210.173.176.175,218.100.6.157|118.98.26.0/24,218.100.6.157,210.173.176.175
tyo1|8075,203.190.230.24,210.171.224.110,210.171.224.116,210.173.176.16,218.100.6.76,218.100.7.63|208.84.4.0/24,210.171.224.110,210.173.176.16,203.190.230.24,210.171.224.116
tyo1|8220,210.171.225.22,210.173.176.50,218.100.7.22|91.240.192.0/24,210.173.176.50,210.171.225.22,218.100.7.22
tyo1|8674,210.171.224.13,210.171.224.14,210.173.176.43,210.173.176.47|194.146.107.0/24,210.173.176.43,210.171.224.14
tyo1|9370,203.190.230.94,210.171.224.113,210.173.176.63|27.133.247.0/24,203.190.230.94,210.171.224.113,210.173.176.63
tyo1|9993,210.171.224.106,210.173.176.195,218.100.6.82|203.111.245.0/24,210.171.224.106,210.173.176.195
vie1|10310,193.203.0.42,193.203.0.242|188.125.88.0/24,193.203.0.242,193.203.0.42
vie1|1764,193.203.0.22,193.203.0.121|20.154.74.0/24,193.203.0.121,193.203.0.22
vie1|1853,193.203.0.1,193.203.0.2|192.153.177.0/24,193.203.0.2,193.203.0.1
vie1|3330,193.203.0.13,193.203.0.14|193.43.212.0/24,193.203.0.14,193.203.0.13
vie1|46489,193.203.0.34,193.203.0.230|192.108.239.0/24,193.203.0.230,193.203.0.34
vie1|5403,193.203.0.5,193.203.0.15|192.152.54.0/24,193.203.0.5,193.203.0.15
vie1|8218,193.203.0.45,193.203.0.152|31.222.195.0/24,193.203.0.152,193.203.0.45
vie1|8339,193.203.0.10,193.203.0.18|91.209.2.0/24,193.203.0.18,193.203.0.10
vie1|8387,193.203.0.12,193.203.0.26|212.95.17.0/24,193.203.0.26,193.203.0.12
vie1|8447,193.203.0.11,193.203.0.21|194.48.136.0/24,193.203.0.21,193.203.0.11
vno1|13335,77.241.206.33,185.1.92.34,185.1.113.4|8.39.207.0/24,185.1.92.34,77.241.206.33,185.1.113.4
vno1|202085,77.241.206.38,185.1.92.17|213.252.211.0/24,77.241.206.38,185.1.92.17
vno1|62282,77.241.206.5,77.241.206.15|45.66.208.0/24,77.241.206.5,77.241.206.15
waw1|10310,195.182.218.160,195.182.219.126|87.248.106.0/24,195.182.218.160,195.182.219.126
waw1|13335,89.46.144.83,195.182.218.134,212.91.0.28|8.40.107.0/24,212.91.0.28,89.46.144.83,195.182.218.134
waw1|15169,89.46.144.185,195.182.219.69,212.91.0.250|74.125.71.0/24,195.182.219.69,89.46.144.185,212.91.0.250
waw1|16276,195.149.232.99,195.149.232.234,195.182.218.147,212.91.0.242|46.105.198.0/24,195.149.232.99,195.149.232.234,195.182.218.147
waw1|1820,89.46.145.178,178.216.42.79,195.182.218.172|92.60.176.0/24,195.182.218.172,89.46.145.178,178.216.42.79
waw1|198591,195.182.218.137,212.91.1.41|91.236.232.0/24,212.91.1.41,195.182.218.137
waw1|204373,178.216.41.151,195.182.219.90|89.39.108.0/24,195.182.219.90,178.216.41.151
waw1|25154,185.1.4.99,185.1.4.199,212.91.0.56,212.91.0.57|212.91.18.0/24,185.1.4.199,185.1.4.99,212.91.0.56,212.91.0.57
waw1|31229,185.1.4.203,195.182.218.129|193.187.64.0/24,185.1.4.203,195.182.218.129
waw1|34209,195.182.218.30,195.182.219.121|193.22.169.0/24,195.182.218.30,195.182.219.121
waw1|35491,178.216.40.154,193.151.115.253|193.151.114.0/24,178.216.40.154,193.151.115.253
waw1|39375,195.149.232.161,195.182.218.32|89.161.25.0/24,195.149.232.161,195.182.218.32
waw1|41201,178.216.40.171,195.182.218.244,212.91.0.54|87.199.0.0/24,212.91.0.54,195.182.218.244,178.216.40.171
waw1|44033,185.1.4.24,185.1.4.124|194.126.207.0/24,185.1.4.124,185.1.4.24
waw1|44061,89.46.145.191,89.46.145.192,178.216.41.136,178.216.41.162,195.182.218.206,195.182.218.240|109.74.109.0/24,89.46.145.192,195.182.218.206,178.216.41.162
waw1|46489,195.182.218.225,195.182.218.245,212.91.0.232,212.91.0.233|192.108.239.0/24,212.91.0.233,212.91.0.232,195.182.218.225,195.182.218.245
waw1|47329,89.46.145.134,178.216.42.27,195.182.218.79|185.116.252.0/24,178.216.42.27,195.182.218.79,89.46.145.134
waw1|49544,89.46.144.171,178.216.40.248,195.149.232.203,195.182.218.80|185.179.200.0/24,89.46.144.171,178.216.40.248,195.149.232.203,195.182.218.80
waw1|49895,212.91.0.35,212.91.0.139|46.254.76.0/24,212.91.0.139,212.91.0.35
waw1|51290,195.149.232.114,195.182.218.246|91.216.191.0/24,195.149.232.114,195.182.218.246
waw1|62044,195.182.218.179,195.182.218.180|165.225.84.0/24,195.182.218.180,195.182.218.179
waw1|8075,195.182.218.146,195.182.218.167|52.96.38.0/24,195.182.218.146,195.182.218.167
ymq1|27471,198.179.18.82,198.179.18.83|199.19.253.0/24,198.179.18.82,198.179.18.83
yvr1|10310,206.41.104.79,206.41.104.80|68.180.160.0/24,206.41.104.80,206.41.104.79
yvr1|13768,206.41.104.1,206.223.127.1|72.51.48.0/24,206.41.104.1,206.223.127.1
yvr1|394256,192.34.27.5,206.41.104.78|23.190.64.0/24,192.34.27.5,206.41.104.78
ywg1|42,206.72.208.14,206.126.109.15|65.22.19.0/24,206.72.208.14,206.126.109.15
ywg1|46920,206.72.208.22,206.126.109.31|74.113.183.0/24,206.72.208.22,206.126.109.31
yyc1|22512,206.126.225.3,206.126.225.23|199.185.136.0/24,206.126.225.23,206.126.225.3
zag1|15994,185.1.87.104,185.1.87.109|213.149.41.0/24,185.1.87.109,185.1.87.104
zag1|51577,185.1.87.95,185.1.87.118|149.5.187.0/24,185.1.87.95,185.1.87.118
zrh3|13335,91.206.52.192,194.42.48.14|8.31.161.0/24,91.206.52.192,194.42.48.14
zrh3|15169,91.206.52.74,194.42.48.58|74.125.71.0/24,194.42.48.58,91.206.52.74
zrh3|20932,91.206.52.84,194.42.48.69|194.11.221.0/24,194.42.48.69,91.206.52.84
zrh3|29691,91.206.52.9,91.206.52.213|193.17.85.0/24,91.206.52.9,91.206.52.213
zrh3|41913,91.206.52.91,194.42.48.93|91.208.227.0/24,91.206.52.91,194.42.48.93
zrh3|559,91.206.52.53,194.42.48.11|192.26.44.0/24,194.42.48.11,91.206.52.53
zrh3|8758,91.206.52.2,91.206.52.6|193.73.211.0/24,91.206.52.6,91.206.52.2
chi1|42,206.41.110.42,206.108.115.21|65.22.4.0/24,206.108.115.21,206.41.110.42
