#This ducoment lists the peering ASes of Hurricane Electric via IXP at each border router.
#Format:
#border router|peering ASN,<list of neighbor addresses (separated by comma)>
ash1|33616,206.126.238.7
ash1|19754,206.126.238.9
ash1|11377,206.126.237.61,206.126.238.13
ash1|7850,206.126.238.16
ash1|47254,206.126.238.17,206.126.238.18
ash1|1828,206.126.238.22
ash1|14630,206.126.236.83,206.126.238.24
ash1|132203,206.126.238.36,206.126.238.37
ash1|22634,206.126.238.38
ash1|55182,206.126.238.46,206.126.238.47
ash1|53334,206.126.238.52
ash1|37468,206.126.238.56
ash1|26459,206.126.238.58
ash1|27281,206.126.237.126,206.126.237.127,206.126.238.59,206.126.238.60
ash1|33438,206.126.238.61,206.126.238.62
ash1|8220,206.126.238.64
ash1|20021,206.126.238.74
ash1|22987,206.126.238.75
ash1|64050,206.126.238.86
ash1|59865,206.126.238.88
ash1|35280,206.126.238.91
ash1|393891,206.126.238.113
ash1|32244,206.126.238.138
ash1|200981,206.126.237.189,206.126.238.189
ash1|24115,206.126.239.251,206.126.239.252
ash1|14609,206.126.239.254
atl1|65535,198.32.132.1
atl1|6447,198.32.132.3
atl1|32299,198.32.132.5,198.32.132.6
atl1|25975,198.32.132.10
atl1|10490,198.32.132.11
atl1|19151,198.32.132.12
atl1|14288,198.32.132.15
atl1|3479,198.32.132.17
atl1|12083,198.32.132.23
atl1|31800,198.32.132.25
atl1|7226,198.32.132.26
atl1|4181,198.32.132.28
atl1|3491,198.32.132.30
atl1|35985,198.32.132.36
atl1|42,198.32.132.37
atl1|15169,198.32.132.41
atl1|1828,198.32.132.42
atl1|3856,198.32.132.43
atl1|22822,198.32.132.50
atl1|11686,198.32.132.51
atl1|2711,198.32.132.52
atl1|20081,198.32.132.54
atl1|32880,198.32.132.55
atl1|3512,198.32.132.62
atl1|46562,198.32.132.69
atl1|13768,198.32.132.71
atl1|20940,198.32.132.73
atl1|1280,198.32.132.78
atl1|10674,198.32.132.82
atl1|31939,198.32.132.85
atl1|15133,198.32.132.86
atl1|33132,198.32.132.88
atl1|36351,198.32.132.90
atl1|11758,198.32.132.94
atl1|13703,198.32.132.97
atl1|31863,198.32.132.98
atl1|1239,198.32.132.99
atl1|15008,198.32.132.106
atl1|10302,198.32.132.108
atl1|16276,198.32.132.110
atl1|13414,198.32.132.111,198.32.132.112
atl1|8075,198.32.132.117
atl1|29802,198.32.132.119
atl1|7029,198.32.132.121
atl1|6614,198.32.132.123,198.32.132.124
atl1|31877,198.32.132.132
atl1|26479,198.32.132.133
atl1|13335,198.32.132.136
atl1|17310,198.32.132.139
atl1|22616,198.32.132.142,198.32.132.143
atl1|26415,198.32.132.144
atl1|26827,198.32.132.147
atl1|33353,198.32.132.151
atl1|32590,198.32.132.154
atl1|53828,198.32.132.155
atl1|19754,198.32.132.158
atl1|5662,198.32.132.172
atl1|41095,198.32.132.176
atl1|33606,198.32.132.177
atl1|40220,198.32.132.182
atl1|23089,198.32.132.183
atl1|6643,198.32.132.184
atl1|29791,198.32.132.189
atl1|29897,198.32.132.190
atl1|16570,198.32.132.193
atl1|11272,198.32.132.194
atl1|4230,198.32.132.195
atl1|26343,198.32.132.196
atl1|27294,198.32.132.197
atl1|63031,198.32.132.198
atl1|23367,198.32.132.201
atl1|8403,198.32.132.202
atl1|14630,198.32.132.203
atl1|19679,198.32.132.207
atl1|62642,198.32.132.211
atl1|4922,198.32.132.212
atl1|11979,198.32.132.213
atl1|54113,198.32.132.215,198.32.132.216
atl1|13776,198.32.132.222
atl1|33438,198.32.132.39,198.32.132.223
atl1|2635,198.32.132.230
atl1|10310,198.32.132.233,198.32.132.234
atl1|16591,198.32.132.235
atl1|46489,198.32.132.238,198.32.132.239
atl1|199524,198.32.132.241
atl1|396855,198.32.132.242
atl1|22987,198.32.132.250
atl1|16509,198.32.132.95,198.32.132.251
atl1|714,198.32.132.140,198.32.132.180,198.32.182.39,198.32.182.40
atl1|24115,198.32.182.244,198.32.182.246
atl1|65517,198.32.182.250
atl1|394659,198.32.132.225,206.123.24.2,206.123.24.3
atl1|40805,206.123.24.102
atl1|10355,206.123.24.107
atl1|17077,206.123.24.111
atl1|62887,198.32.132.137,206.123.24.121
atl1|32425,206.123.24.124
atl1|19186,206.123.24.126
atl1|19531,206.123.24.127
bcn1|65517,185.1.143.250
bcn1|24115,185.1.143.251,185.1.143.252
bcn1|16030,193.242.98.4
bcn1|8220,193.242.98.13
bcn1|42,193.242.98.96
bcn1|3856,193.242.98.97
bcn1|49638,193.242.98.119
bcn1|26415,193.242.98.125
bcn1|60314,193.242.98.129
bcn1|30892,193.242.98.130
bcn1|8426,193.242.98.131
bcn1|31479,193.242.98.132
bcn1|24592,193.242.98.133
bcn1|15699,193.242.98.137
bcn1|3262,193.242.98.138
bcn1|13041,193.242.98.38,193.242.98.140
bcn1|29680,193.242.98.141
bcn1|35699,193.242.98.143
bcn1|49835,193.242.98.144
bcn1|8075,193.242.98.152
bcn1|13335,185.1.143.21,193.242.98.153
bcn1|15169,193.242.98.156
bcn1|6752,193.242.98.159
bcn1|43578,193.242.98.160
bcn1|60458,193.242.98.161
bcn1|199496,193.242.98.162
bcn1|33932,193.242.98.164
bcn1|201553,193.242.98.165
beg1|6701,185.1.27.16
beg1|6700,185.1.27.17
beg1|47267,185.1.27.27
beg1|9119,185.1.27.48
beg1|13303,185.1.27.52
beg1|26415,185.1.27.56
beg1|32590,185.1.27.59
beg1|15169,185.1.27.60
beg1|13335,185.1.27.61
beg1|8674,185.1.27.50,185.1.27.64
beg1|42,185.1.27.75
beg1|3856,185.1.27.76
beg1|9009,185.1.27.77
beg1|44252,185.1.27.79,185.1.27.80
beg1|203752,185.1.27.91
ber1|16374,193.178.185.5,193.178.185.6
ber1|50629,193.178.185.11
ber1|8881,193.178.185.15
ber1|20940,193.178.185.22
ber1|51224,193.178.185.26
ber1|25291,193.178.185.30
ber1|43341,193.178.185.31
ber1|39835,193.178.185.32
ber1|48173,193.178.185.33
ber1|199284,193.178.185.35
ber1|34171,193.178.185.37
ber1|13237,193.178.185.39
ber1|22822,193.178.185.40
ber1|680,193.178.185.42
ber1|33891,193.178.185.44
ber1|50324,193.178.185.45
ber1|12741,193.178.185.46
ber1|49492,193.178.185.49
ber1|8220,193.178.185.56
ber1|48519,193.178.185.57
ber1|20676,193.178.185.60
ber1|1547,193.178.185.62
ber1|9002,193.178.185.64
ber1|286,193.178.185.65
ber1|35205,193.178.185.67
ber1|62310,193.178.185.68
ber1|20546,193.178.185.72
ber1|33811,193.178.185.71,193.178.185.73
ber1|24993,193.178.185.75
ber1|35833,193.178.185.77
ber1|206313,193.178.185.81
ber1|199118,193.178.185.86,193.178.185.87
ber1|61438,193.178.185.88
ber1|16075,193.178.185.91
ber1|13030,193.178.185.92
ber1|58243,193.178.185.93
ber1|199645,193.178.185.94
ber1|16509,193.178.185.95
ber1|8075,193.178.185.84,193.178.185.104
ber1|112,193.178.185.112
ber1|26415,193.178.185.119
ber1|19679,193.178.185.125
ber1|61955,193.178.185.127
ber1|57610,193.178.185.128
ber1|8741,193.178.185.130
ber1|12732,193.178.185.1,193.178.185.2,194.9.117.2
ber1|31078,194.9.117.4
ber1|29670,193.178.185.50,193.178.185.51,194.9.117.5,194.9.117.6
ber1|42,193.178.185.27,194.9.117.7
ber1|3856,193.178.185.28,194.9.117.9
ber1|29014,193.178.185.69,194.9.117.12
ber1|41692,194.9.117.13
ber1|8893,194.9.117.15
ber1|13101,194.9.117.19
ber1|13135,194.9.117.20
ber1|250,193.178.185.23,194.9.117.26
ber1|31529,193.178.185.66,194.9.117.37
ber1|12759,194.9.117.42
ber1|25415,194.9.117.44
ber1|48200,194.9.117.47
ber1|12731,194.9.117.49
ber1|12693,193.178.185.20,194.9.117.50
ber1|20783,194.9.117.52
ber1|6805,193.178.185.101,193.178.185.108,194.9.117.17,194.9.117.54
ber1|6724,193.178.185.54,194.9.117.61
ber1|31334,193.178.185.36,194.9.117.62
ber1|20647,193.178.185.59,194.9.117.72
ber1|13335,193.178.185.17,194.9.117.74
ber1|201701,193.178.185.74,194.9.117.75,194.9.117.76
ber1|44194,193.178.185.82,194.9.117.77
ber1|201026,194.9.117.91
ber1|714,193.178.185.19,193.178.185.24,194.9.117.95,194.9.117.96
ber1|201785,194.9.117.97
ber1|20880,193.178.185.29,193.178.185.58,194.9.117.113
ber1|9033,194.9.117.253,194.9.117.254
bna1|20448,209.141.110.3
bna1|13335,209.141.110.9
bna1|19151,209.141.110.19
bog1|22724,208.115.128.17
bog1|7195,208.115.128.29
bog1|65517,208.115.128.250
bog1|24115,208.115.128.251,208.115.128.252
bos1|27552,206.53.143.1
bos1|17054,206.53.143.8
bos1|393945,206.53.143.12
bos1|22742,206.53.143.16
bos1|29791,206.53.143.20
bos1|10925,206.53.143.22
bos1|14361,206.53.143.24
bos1|393965,206.53.143.27
bos1|33083,206.53.143.32
bos1|109,206.53.143.36
bos1|10310,206.53.143.34,206.53.143.38
bos1|18918,206.53.143.39
bos1|46155,206.53.143.43
bos1|22989,206.53.143.61
bos1|26563,206.53.143.252,206.53.143.253
bos1|20940,206.53.143.2,206.108.236.2
bos1|10578,206.53.143.18,206.108.236.3
bos1|6079,206.108.236.4
bos1|3856,206.53.143.48,206.108.236.7
bos1|42,206.53.143.47,206.108.236.8
bos1|8075,206.108.236.10
bos1|10653,206.108.236.17
bos1|7849,206.53.143.29,206.108.236.23
bos1|62929,206.108.236.25
bos1|32286,206.53.143.3,206.108.236.26
bos1|62947,206.108.236.29
bos1|32334,206.108.236.31
bos1|32432,206.108.236.36
bos1|17378,206.108.236.42
bos1|35891,206.108.236.50
bos1|3,206.108.236.54
bos1|714,206.108.236.46,206.108.236.56
bos1|15133,206.108.236.57
bos1|54113,206.53.143.44,206.53.143.45,206.108.236.58,206.108.236.59
bos1|13335,206.53.143.9,206.108.236.61
bos1|17014,206.108.236.63
bos1|11260,206.108.236.64
bos1|11178,206.108.236.65
bru1|5406,194.53.172.1,194.53.172.2
bru1|62044,194.53.172.21,194.53.172.23
bru1|50309,194.53.172.26
bru1|64478,194.53.172.29
bru1|197690,194.53.172.30
bru1|8075,194.53.172.34
bru1|59827,194.53.172.41
bru1|49677,194.53.172.43,194.53.172.47
bru1|39923,194.53.172.50
bru1|31669,194.53.172.51
bru1|13335,194.53.172.66
bru1|6774,194.53.172.68
bru1|16276,194.53.172.24,194.53.172.70
bru1|8218,194.53.172.79
bru1|5463,194.53.172.80
bru1|5432,194.53.172.63,194.53.172.81
bru1|6461,194.53.172.82
bru1|9031,194.53.172.89
bru1|47377,194.53.172.58,194.53.172.90
bru1|12392,194.53.172.91
bru1|8220,194.53.172.92
bru1|2611,194.53.172.65,194.53.172.97
bru1|8674,194.53.172.99,194.53.172.100
bru1|2686,194.53.172.77,194.53.172.103
bru1|6696,194.53.172.106
bru1|5400,194.53.172.112
bru1|28707,194.53.172.114
bru1|13226,194.53.172.116
bts1|31230,192.108.148.1,192.108.148.2,192.108.148.5
bts1|2607,192.108.148.10,192.108.148.11
bts1|12508,192.108.148.15
bts1|42841,192.108.148.20
bts1|6855,192.108.148.30,192.108.148.31
bts1|28952,192.108.148.42
bts1|42005,192.108.148.50
bts1|50128,192.108.148.72
bts1|35328,192.108.148.80
bts1|56800,192.108.148.92
bts1|5578,192.108.148.100,192.108.148.101
bts1|12905,192.108.148.110
bts1|51947,192.108.148.120
bts1|48326,192.108.148.170,192.108.148.171
bts1|29405,192.108.148.210,192.108.148.211
bts1|31117,192.108.148.215
bts1|47627,194.30.187.1,194.30.187.2
bts1|44358,194.30.187.10
bts1|8674,194.30.187.14
bts1|32590,194.30.187.31
bts1|43451,192.108.148.235,194.30.187.37
bts1|26415,194.30.187.63
bts1|25424,194.30.187.69
bts1|1820,194.30.187.75
bts1|208882,194.30.187.122
bts1|41206,194.30.187.138
bts1|13335,194.30.187.171
bts1|112,194.30.187.238
bts1|6881,194.30.187.245,194.30.187.246
bud1|5507,193.188.137.1,193.188.137.2
bud1|1955,193.188.137.13
bud1|8075,193.188.137.21
bud1|13335,193.188.137.27
bud1|44306,193.188.137.33
bud1|21320,193.188.137.37
bud1|39201,193.188.137.41
bud1|12301,193.188.137.42
bud1|12594,193.188.137.43
bud1|62214,193.188.137.45,193.188.137.46
bud1|51920,193.188.137.50
bud1|5400,193.188.137.53
bud1|41206,193.188.137.54,193.188.137.55
bud1|62292,193.188.137.60
bud1|8708,193.188.137.74
bud1|8448,193.188.137.47,193.188.137.95
bud1|29278,193.188.137.122
bud1|47381,193.188.137.124,193.188.137.134
bud1|35311,193.188.137.135
bud1|9002,193.188.137.153
bud1|50031,193.188.137.156
bud1|41627,193.188.137.161
bud1|15169,193.188.137.163
bud1|8990,193.188.137.168,193.188.137.170
bud1|8462,193.188.137.173
bud1|9009,193.188.137.176
buh1|24745,80.97.248.1,80.97.248.2
buh1|6718,80.97.248.5
buh1|3223,80.97.248.25
buh1|39107,86.104.125.1,86.104.125.2
buh1|44682,86.104.125.49,86.104.125.50
buh1|34916,86.104.125.51
buh1|49052,86.104.125.52
buh1|60602,86.104.125.54
buh1|41028,86.104.125.56
buh1|42,86.104.125.62
buh1|3856,86.104.125.63
buh1|35267,86.104.125.66
buh1|10310,80.97.248.72,86.104.125.65,86.104.125.67
buh1|35371,86.104.125.71
buh1|50604,86.104.125.75
buh1|20940,86.104.125.80
buh1|31554,86.104.125.81
buh1|34304,86.104.125.82
buh1|31252,86.104.125.85
buh1|34450,86.104.125.87
buh1|57976,86.104.125.89
buh1|50886,86.104.125.92
buh1|8220,86.104.125.97
buh1|31017,86.104.125.101
buh1|33823,86.104.125.108
buh1|62445,86.104.125.110
buh1|8926,86.104.125.111
buh1|35505,86.104.125.113
buh1|34630,86.104.125.115
buh1|39391,86.104.125.117
buh1|28684,86.104.125.118
buh1|36692,86.104.125.121
buh1|15169,86.104.125.129
buh1|203929,86.104.125.132
buh1|57136,86.104.125.135
buh1|34723,86.104.125.137
buh1|26415,86.104.125.140
buh1|39777,86.104.125.152
buh1|62107,86.104.125.153
buh1|12310,185.1.103.12
buh1|48571,86.104.125.156,185.1.103.39
buh1|20530,185.1.103.2,217.156.113.1
buh1|48067,86.104.125.116,217.156.113.10
buh1|31313,86.104.125.93,217.156.113.16
buh1|34279,217.156.113.18
buh1|39737,86.104.125.99,217.156.113.22
buh1|2614,86.104.125.98,217.156.113.31
buh1|56430,217.156.113.32
buh1|20722,217.156.113.25,217.156.113.35
buh1|8075,80.97.248.52,86.104.125.130,217.156.113.88
buh1|13335,80.97.248.54,86.104.125.138,217.156.113.95
buh1|8674,217.156.113.100,217.156.113.101
chi1|63311,206.41.110.20
chi1|53264,206.41.110.21
chi1|19151,206.41.110.22
chi1|53610,206.41.110.30
chi1|12083,206.41.110.31
chi1|20278,206.41.110.32
chi1|43531,206.41.110.35
chi1|26415,206.41.110.36
chi1|393853,206.41.110.45,206.41.110.47
chi1|40764,206.41.110.48
chi1|7155,206.41.110.50
chi1|33713,206.41.110.4,206.41.110.66
chi1|4556,206.41.110.69
chi1|36236,206.51.43.11
chi1|33353,206.51.43.12
chi1|20940,206.41.110.24,206.108.115.14
chi1|13335,206.41.110.38,206.108.115.16
chi1|2381,206.108.115.18
chi1|30517,206.108.115.20
chi1|42,206.41.110.42,206.108.115.21
chi1|44444,206.108.115.22
chi1|22822,206.51.43.4,206.108.115.24
chi1|23467,206.108.115.27,206.108.115.28
chi1|12200,206.108.115.30
chi1|3856,206.41.110.41,206.108.115.31
chi1|32748,206.108.115.35
chi1|10310,206.41.110.39,206.108.115.37
chi1|21808,206.108.115.38
chi1|25861,206.108.115.39
chi1|16570,206.108.115.46
chi1|8075,206.108.115.47
chi1|57976,206.108.115.62
chi1|394738,206.108.115.63
cmh1|23169,206.53.204.1,206.53.204.2
cmh1|7106,206.53.204.15
cmh1|13335,206.53.204.24
cmh1|396238,206.53.204.26
cph1|1835,192.38.7.1
cph1|198455,192.38.7.2
cph1|6834,192.38.7.4
cph1|2686,192.38.7.8
cph1|59701,192.38.7.13
cph1|5400,192.38.7.14
cph1|59469,192.38.7.18
cph1|42525,192.38.7.26
cph1|209528,192.38.7.28
cph1|8473,192.38.7.34
cph1|29266,192.38.7.41
cph1|9120,192.38.7.46
cph1|2603,192.38.7.50
cph1|13030,192.38.7.52
cph1|6667,192.38.7.55
cph1|25605,192.38.7.56,192.38.7.57
cph1|31027,192.38.7.58
cph1|15516,192.38.7.64
cph1|16095,192.38.7.66
cph1|199213,192.38.7.73
cph1|29100,192.38.7.77
cph1|33916,192.38.7.87
cph1|44034,192.38.7.89,192.38.7.90
cph1|16245,192.38.7.93
cph1|20618,192.38.7.99,192.38.7.100
cph1|3342,212.237.192.10
cph1|714,212.237.192.9,212.237.192.29
cph1|36692,212.237.192.30
cph1|62183,212.237.192.36
cph1|197595,212.237.192.57
cph1|39642,212.237.192.110
cph1|15782,192.38.7.75,212.237.192.145
cph1|29518,212.237.192.148
cph1|20940,192.38.7.24,212.237.192.170
cph1|47155,212.237.192.190
cph1|48374,212.237.192.233
cph1|34244,212.237.192.236
cph1|39839,192.38.7.17,212.237.192.244
cph1|13335,192.38.7.70,212.237.192.246
cph1|61955,212.237.192.12,212.237.193.12
cph1|3292,212.237.192.41,212.237.193.41
cph1|42541,212.237.192.60,212.237.193.60
cph1|61397,212.237.192.62,212.237.193.62
cph1|39870,212.237.192.72,212.237.193.72
cph1|8674,212.237.192.74,212.237.193.74
cph1|12552,192.38.7.68,212.237.192.92,212.237.193.92
cph1|205206,212.237.192.97,212.237.193.97
cph1|44746,212.237.192.98,212.237.193.98
cph1|8220,212.237.192.104,212.237.193.104
cph1|39651,212.237.192.156,212.237.193.156
cph1|2119,212.237.192.158,212.237.193.158
cph1|39351,192.38.7.101,212.237.192.179,212.237.193.179
cph1|8075,212.237.192.181,212.237.193.181
cph1|45011,212.237.192.183,212.237.193.183
cph1|42708,212.237.192.194,212.237.193.194
cph1|51468,212.237.192.221,212.237.193.221
cph1|44123,212.237.192.232,212.237.193.232
cph1|48564,212.237.192.234,212.237.193.234
cph1|52005,212.237.192.254,212.237.193.254
cpt1|37186,196.10.140.1
cpt1|37195,196.10.140.2,196.10.140.3
cpt1|37153,196.10.140.20,196.10.140.21
cpt1|37315,196.10.140.27
cpt1|42,196.10.140.35
cpt1|3856,196.10.140.36
cpt1|3356,196.10.140.40
cpt1|37628,196.10.140.42
cpt1|328009,196.10.140.46
cpt1|327804,196.10.140.48
cpt1|37150,196.10.140.52
cpt1|37652,196.10.140.60
cpt1|327772,196.10.140.65
cpt1|37254,196.10.140.73
cpt1|327936,196.10.140.78
cpt1|327983,196.10.140.82
cpt1|37199,196.10.140.84
cpt1|61092,196.10.140.87
cpt1|327812,196.10.140.89
cpt1|37691,196.10.140.91
cpt1|26415,196.10.140.93
cpt1|328043,196.10.140.97
cpt1|328065,196.10.140.101
cpt1|328045,196.10.140.104
cpt1|328446,196.10.140.106
cpt1|327897,196.10.140.115
cpt1|327849,196.10.140.120
cpt1|327824,196.10.140.122
cpt1|328174,196.10.140.124,196.10.140.125
cpt1|328251,196.10.140.129
cpt1|328278,196.10.140.131
cpt1|328544,196.10.140.133
cpt1|328068,196.10.140.134
cpt1|328232,196.10.140.135
cpt1|328137,196.10.140.137
cpt1|327907,196.10.140.141
cpt1|328275,196.10.140.146
cpt1|8075,196.10.140.147
cpt1|328114,196.10.140.148
cpt1|328266,196.10.140.149
cpt1|327926,196.10.140.150
cpt1|327987,196.10.140.154
cpt1|37468,196.10.140.160
cpt1|327996,196.10.140.163
cpt1|328216,196.10.140.164
cpt1|328339,196.10.140.168
cpt1|37105,196.10.140.169
cpt1|328013,196.10.140.174
cpt1|14115,196.10.140.178
cpt1|328391,196.10.140.180
cpt1|5713,196.10.140.181
cpt1|26106,196.10.140.184
cpt1|328206,196.10.140.185
cpt1|36924,196.10.140.188
cpt1|328418,196.10.140.190
cpt1|37525,196.10.140.194
cpt1|37049,196.10.140.196
cpt1|37130,196.10.140.197
cpt1|16637,196.10.140.62,196.10.140.203
cpt1|328441,196.10.140.209
cpt1|328170,196.10.140.211
cpt1|328051,196.10.140.217
cpt1|328474,196.10.140.218
cpt1|327693,196.10.140.220,196.10.140.221
cpt1|328242,196.10.140.123,196.10.140.222
cpt1|37276,196.10.140.230
cpt1|328480,196.10.140.233
cpt1|328351,196.10.140.234
cpt1|328210,196.10.140.144,196.10.140.244
cpt1|328501,196.10.140.246
cpt1|328589,196.10.140.250
cpt1|328575,196.10.140.253
cpt1|37701,196.223.22.1,196.223.22.2
cpt1|37663,196.223.22.3
cpt1|32653,196.10.140.139,196.223.22.37
cpt1|37640,196.10.140.57,196.223.22.43
cpt1|327950,196.10.140.88,196.10.140.102,196.223.22.48
cpt1|327872,196.10.140.74,196.223.22.64
cpt1|37333,196.10.140.63,196.223.22.65
cpt1|328112,196.10.140.43,196.223.22.74
cpt1|328237,196.10.140.130,196.223.22.235
cpt1|328317,196.223.22.144,196.223.22.244
dal1|62,198.32.130.31,198.32.130.32
dal1|64222,206.53.174.1,206.53.174.2
dal1|19682,206.53.174.10
dal1|16570,206.53.174.16
dal1|14127,206.53.174.21
dal1|13823,206.53.202.6
dal1|46632,206.53.202.13
dal1|22442,206.53.202.21
dal1|22921,206.53.202.28
dal1|13354,206.53.202.40
dal1|13359,206.53.202.42
dal1|3402,206.53.202.48
dal1|19694,206.53.202.58
dal1|7381,206.53.202.63
dal1|398044,206.53.202.74
dal1|62499,206.53.202.252,206.53.202.253
dal1|36408,206.223.118.6
dal1|12200,206.53.202.5,206.223.118.7
dal1|14340,206.53.202.44,206.223.118.11
dal1|36236,206.223.118.13
dal1|10310,206.53.174.13,206.53.202.10,206.53.202.12,206.223.118.2,206.223.118.16
dal1|4557,206.223.118.20
dal1|36016,206.223.118.21
dal1|36351,206.223.118.24
dal1|46786,206.223.118.25
dal1|6922,206.223.118.28
dal1|33438,206.223.118.26,206.223.118.29
dal1|13768,206.223.118.30
dal1|11164,206.223.118.32
dal1|7862,206.223.118.33
dal1|36692,206.223.118.34
dal1|4323,206.223.118.36
dal1|32098,206.223.118.40
dal1|54825,206.53.202.34,206.223.118.46
dal1|396253,206.223.118.22,206.223.118.47
dal1|3300,206.223.118.48
dal1|18705,206.223.118.50
dal1|53334,206.223.118.52
dal1|16740,206.223.118.58
dal1|8075,206.53.174.12,206.223.118.17,206.223.118.65
dal1|27298,206.223.118.67
dal1|62646,206.223.118.69
dal1|32212,206.223.118.71
dal1|12989,206.53.202.4,206.223.118.73
dal1|19108,206.223.118.74
dal1|286,206.223.118.75
dal1|27471,206.223.118.77,206.223.118.78
dal1|3856,206.223.118.79
dal1|17072,206.223.118.1,206.223.118.31,206.223.118.80
dal1|23393,206.223.118.81
dal1|3303,206.223.118.82
dal1|18734,206.223.118.84
dal1|62642,206.223.118.85
dal1|31800,206.223.118.88
dal1|33353,206.223.118.90
dal1|62955,206.53.202.32,206.223.118.93
dal1|4128,206.223.118.94
dal1|10848,206.223.118.96
dal1|14630,206.223.118.4,206.223.118.103
dal1|46450,206.53.202.37,206.223.118.104
dal1|17374,206.223.118.106
dal1|199524,206.53.202.71,206.223.118.109
dal1|21808,206.223.118.112
dal1|7342,206.223.118.113
dal1|54540,206.223.118.118
dal1|16276,206.223.118.119
dal1|19151,206.223.118.120
dal1|13445,206.223.118.121
dal1|22822,206.53.202.46,206.223.118.123
dal1|26744,206.223.118.124
dal1|14609,206.223.118.126
dal1|33132,206.223.118.129
dal1|23486,206.223.118.56,206.223.118.131
dal1|20021,206.223.118.133
dal1|27294,206.223.118.134
dal1|15169,206.223.118.137
dal1|16591,206.223.118.138
dal1|44444,206.223.118.143
dal1|13335,206.53.174.11,206.53.202.2,206.223.118.145
dal1|7029,206.223.118.149
dal1|16509,206.223.118.110,206.223.118.150
dal1|19186,206.223.118.151
dal1|7819,206.223.118.152
dal1|46562,206.223.118.153
dal1|36730,206.223.118.154
dal1|54994,206.223.118.155
dal1|41095,206.53.202.64,206.223.118.158
dal1|19754,206.223.118.160
dal1|29791,206.223.118.164
dal1|54119,206.223.118.168
dal1|14413,206.223.118.170
dal1|19679,206.223.118.162,206.223.118.171
dal1|60725,206.223.118.172
dal1|40581,206.223.118.175
dal1|2635,206.223.118.177
dal1|47254,206.223.118.128,206.223.118.178
dal1|8403,206.223.118.187
dal1|395662,206.223.118.188
dal1|55219,206.223.118.165,206.223.118.191
dal1|46489,206.223.118.163,206.223.118.193
dal1|13414,206.53.174.20,206.223.118.139,206.223.118.195
dal1|14907,206.223.118.197
dal1|36280,206.223.118.201
dal1|32590,206.223.118.205
dal1|16265,206.223.118.206
dal1|32798,206.223.118.208
dal1|32787,206.223.118.209
dal1|21928,206.223.118.210
dal1|6507,206.223.118.211
dal1|12177,206.223.118.214
dal1|714,206.223.118.161,206.223.118.215
dal1|22616,206.223.118.216,206.223.118.217
dal1|54113,206.53.202.54,206.53.202.55,206.223.118.218,206.223.118.219
dal1|53828,206.223.118.221
dal1|63399,206.223.118.222
dal1|42,206.223.118.224
dal1|53780,206.223.118.225,206.223.118.226
dal1|49544,206.53.202.26,206.223.118.228
dal1|5650,206.223.118.230
dal1|19551,206.223.118.231
dal1|62904,206.223.118.233
dal1|57976,206.223.118.237
dal1|62887,206.223.118.243
dal1|29884,206.223.118.246,206.223.118.247
dal1|62597,206.223.118.252
dal1|46455,206.223.118.220,206.223.119.220
dal1|65517,206.223.119.250
dal1|24115,206.223.118.98,206.223.118.99,206.223.119.251,206.223.119.252
den1|6507,206.51.46.6
den1|46489,206.51.46.9,206.51.46.19
den1|714,206.51.46.12,206.51.46.20
den1|13649,206.51.46.21
den1|16740,206.51.46.30
den1|4181,206.51.46.32
den1|21832,206.51.46.33
den1|6122,206.51.46.35
den1|15305,206.51.46.36
den1|19754,206.51.46.37
den1|22616,206.51.46.39,206.51.46.40
den1|31939,206.51.46.46
