#This ducoment lists the peering ASes of Hurricane Electric via IXP at each border router.
#Format:
#border router|peering ASN,<list of neighbor addresses (separated by comma)>
nyc4|13786,198.32.118.252
nyc4|33353,206.51.45.5
nyc4|4775,206.51.45.12
nyc4|15436,206.51.45.13
nyc5|32299,206.126.115.5,206.126.115.6
nyc5|42,206.126.115.11
nyc5|3856,206.126.115.12
nyc5|29791,206.126.115.14
nyc5|19151,206.126.115.18
nyc5|10310,206.126.115.19
nyc5|36351,206.126.115.22
nyc5|8075,206.126.115.23
nyc5|25885,206.126.115.26
nyc5|22822,206.126.115.27
nyc5|3737,206.126.115.28
nyc5|16509,206.126.115.37
nyc5|1239,206.126.115.38
nyc5|41095,206.126.115.40
nyc5|8001,206.126.115.44
nyc5|23393,206.126.115.46
nyc5|14928,206.126.115.48
nyc5|21949,206.126.115.51
nyc5|10848,206.126.115.56
nyc5|8304,206.126.115.57
nyc5|43531,206.126.115.58
nyc5|4230,206.126.115.66
nyc5|394010,206.126.115.71
nyc5|53828,206.126.115.72
nyc5|46450,206.126.115.73
nyc5|12083,206.126.115.74
nyc5|13335,206.126.115.75
nyc5|63290,206.126.115.76
nyc5|394530,206.126.115.78
nyc5|33438,206.126.115.81,206.126.115.82
nyc5|14061,206.126.115.160
nyc5|8309,206.126.115.161
nyc5|30103,206.126.115.166
nyc5|5738,206.126.115.172
nyc5|714,206.126.115.67,206.126.115.175
nyc5|23473,206.126.115.224
nyc5|39326,206.126.115.227
nyc5|23550,206.126.115.231
nyc5|199805,206.126.115.232
nyc5|32217,206.126.115.234
nyc5|15133,206.126.115.236
nyc5|34309,206.126.115.237
nyc6|13538,198.32.160.1,198.32.160.2
nyc6|46562,198.32.160.12
nyc6|31649,198.32.160.16
nyc6|12083,198.32.160.19
nyc6|2603,198.32.160.21
nyc6|36351,198.32.160.27
nyc6|47523,198.32.160.28
nyc6|7772,198.32.160.30
nyc6|24753,198.32.160.31
nyc6|6507,198.32.160.32
nyc6|4323,198.32.160.35
nyc6|13445,198.32.160.37
nyc6|9304,198.32.160.39
nyc6|16570,198.32.160.40
nyc6|6667,198.32.160.41
nyc6|2497,198.32.160.42
nyc6|8966,198.32.160.45
nyc6|26120,198.32.160.46
nyc6|63452,198.32.160.51
nyc6|34655,198.32.160.55
nyc6|44654,198.32.160.57
nyc6|397143,198.32.160.58
nyc6|47869,198.32.160.63
nyc6|35017,198.32.160.66
nyc6|62887,198.32.160.72
nyc6|32787,198.32.160.74
nyc6|16276,198.32.160.77
nyc6|5400,198.32.160.80
nyc6|62217,198.32.160.81
nyc6|36408,198.32.160.79,198.32.160.83
nyc6|7270,198.32.160.85
nyc6|6327,198.32.160.86
nyc6|11403,198.32.160.87
nyc6|15412,198.32.160.88
nyc6|36236,198.32.160.92
nyc6|394070,198.32.160.95
nyc6|12654,198.32.160.99
nyc6|27257,198.32.160.100
nyc6|9269,198.32.160.105
nyc6|10848,198.32.160.108
nyc6|268976,198.32.160.109
nyc6|22302,198.32.160.110
nyc6|14492,198.32.160.111
nyc6|1273,198.32.160.112
nyc6|57463,198.32.160.113
nyc6|19679,198.32.160.118
nyc6|20119,198.32.160.119
nyc6|31950,198.32.160.120
nyc6|10310,198.32.160.121
nyc6|1547,198.32.160.123
nyc6|62904,198.32.160.125
nyc6|29791,198.32.160.128
nyc6|7311,198.32.160.133
nyc6|55081,198.32.160.135
nyc6|19151,198.32.160.137
nyc6|57976,198.32.160.141
nyc6|63023,198.32.160.142
nyc6|7195,198.32.160.145
nyc6|4181,198.32.160.146
nyc6|16591,198.32.160.153
nyc6|20473,198.32.160.157
nyc6|23576,198.32.160.158
nyc6|62642,198.32.160.164
nyc6|14211,198.32.160.165
nyc6|36692,198.32.160.166
nyc6|51185,198.32.160.168
nyc6|29788,198.32.160.173
nyc6|15695,198.32.160.175
nyc6|14717,198.32.160.181
nyc6|6128,198.32.160.186
nyc6|11722,198.32.160.188
nyc6|7342,198.32.160.193
nyc6|199790,198.32.160.194
nyc6|25605,198.32.160.196
nyc6|19189,198.32.160.198
nyc6|39326,198.32.160.200
nyc6|4775,198.32.160.207
nyc6|203724,198.32.160.160,198.32.160.209
nyc6|263626,198.32.160.214
nyc6|25885,198.32.160.219
nyc6|265187,198.32.160.222
nyc6|9498,198.32.160.223
nyc6|58453,198.32.160.230
nyc6|24482,198.32.160.242
nyc6|262632,198.32.160.246
nyc6|33438,198.32.160.52,198.32.160.252
nyc6|13030,198.32.160.103,206.82.104.4
nyc6|6233,198.32.160.187,206.82.104.5
nyc6|3292,206.82.104.6
nyc6|14061,206.82.104.9
nyc6|38016,206.82.104.12
nyc6|6908,198.32.160.138,206.82.104.13
nyc6|394530,198.32.160.192,206.82.104.14
nyc6|8001,198.32.160.20,206.82.104.16
nyc6|8359,198.32.160.201,206.82.104.18
nyc6|29838,198.32.160.107,206.82.104.19
nyc6|17185,206.82.104.21
nyc6|13335,198.32.160.195,206.82.104.31
nyc6|14413,198.32.160.122,206.82.104.32
nyc6|14537,198.32.160.117,206.82.104.34
nyc6|54825,198.32.160.147,206.82.104.38
nyc6|27552,198.32.160.208,206.82.104.39
nyc6|15133,198.32.160.14,198.32.160.115,206.82.104.40
nyc6|15169,198.32.160.130,206.82.104.41
nyc6|33891,198.32.160.234,206.82.104.42
nyc6|4258,198.32.160.67,206.82.104.43
nyc6|52320,198.32.160.91,206.82.104.44
nyc6|23473,206.82.104.45
nyc6|8309,206.82.104.47
nyc6|8560,206.82.104.48
nyc6|23393,198.32.160.82,206.82.104.50
nyc6|13768,198.32.160.65,206.82.104.51
nyc6|21949,198.32.160.190,206.82.104.53
nyc6|21385,206.82.104.56
nyc6|30511,206.82.104.60
nyc6|49544,206.82.104.63
nyc6|396158,206.82.104.68
nyc6|22822,198.32.160.134,206.82.104.71
nyc6|32425,206.82.104.72
nyc6|3856,206.82.104.73
nyc6|61438,206.82.104.75
nyc6|4385,206.82.104.76
nyc6|13414,198.32.160.50,198.32.160.56,206.82.104.77
nyc6|12989,206.82.104.74,206.82.104.80
nyc6|46450,198.32.160.124,206.82.104.82
nyc6|33353,198.32.160.140,206.82.104.83
nyc6|6774,198.32.160.202,206.82.104.84
nyc6|7029,206.82.104.85
nyc6|1828,206.82.104.86
nyc6|13536,198.32.160.59,206.82.104.87
nyc6|29697,198.32.160.78,206.82.104.90
nyc6|26801,206.82.104.92
nyc6|59865,198.32.160.197,206.82.104.94
nyc6|31769,206.82.104.95
nyc6|16509,198.32.160.64,198.32.160.244,206.82.104.99
nyc6|20940,198.32.160.47,206.82.104.100
nyc6|25180,198.32.160.75,206.82.104.101
nyc6|9002,198.32.160.182,206.82.104.103
nyc6|42,206.82.104.106
nyc6|63290,206.82.104.110
nyc6|46,198.32.160.205,206.82.104.114
nyc6|62955,206.82.104.115
nyc6|14928,206.82.104.116
nyc6|44444,206.82.104.123
nyc6|19082,206.82.104.125
nyc6|14969,206.82.104.126
nyc6|45489,206.82.104.131
nyc6|8075,198.32.160.199,206.82.104.133
nyc6|54113,198.32.160.22,198.32.160.62,206.82.104.29,206.82.104.137
nyc6|63320,206.82.104.143
nyc6|6079,198.32.160.132,206.82.104.145
nyc6|47872,206.82.104.146
nyc6|395853,206.82.104.151
nyc6|2635,206.82.104.153
nyc6|25818,206.82.104.154
nyc6|17378,198.32.160.163,206.82.104.158
nyc6|11383,198.32.160.162,206.82.104.159
nyc6|17113,198.32.160.161,206.82.104.160
nyc6|64049,206.82.104.162
nyc6|19515,206.82.104.165
nyc6|32780,198.32.160.210,206.82.104.167
nyc6|714,198.32.160.224,198.32.160.225,198.32.160.226,198.32.160.227,206.82.104.24,206.82.104.65,206.82.104.113,206.82.104.170
nyc6|205811,206.82.104.174
nyc6|12196,206.82.104.166,206.82.104.175
nyc6|1820,198.32.160.220,206.82.104.178
nyc6|32217,206.82.104.182
nyc6|28260,206.82.104.183
nyc6|11260,206.82.104.184
nyc6|11269,206.82.104.186
nyc6|23184,206.82.104.187
nyc6|40773,206.82.104.193
nyc6|8002,198.32.160.33,206.82.104.194
nyc6|28663,206.82.104.195
nyc6|22356,206.82.104.196
nyc6|37468,206.82.104.197
nyc6|13132,206.82.104.199
nyc6|394102,206.82.104.207
nyc6|4230,198.32.160.180,206.82.104.219
nyc6|3303,198.32.160.176,206.82.104.222
nyc6|23470,198.32.160.24,206.82.104.233
nyc6|3580,198.32.160.191,206.82.104.235
nyc6|62668,206.82.104.237
nyc6|14361,206.82.104.238
nyc6|14325,206.82.104.241
nyc6|199524,206.82.104.246
nyc6|7381,206.82.104.252
nyc6|19711,206.82.104.253
nyc6|41095,206.82.105.1
nyc6|13786,198.32.160.93,206.82.105.4
nyc6|63034,206.82.104.254,206.82.106.254
oma1|11839,206.126.235.1,206.126.235.2
oma1|20940,206.126.235.4
oma1|13335,206.126.235.18
oma1|394297,206.126.235.25
osa1|7527,103.246.232.3,103.246.232.4
osa1|23815,103.246.232.11,103.246.232.12
osa1|131934,103.246.232.39
osa1|59110,103.246.232.72
osa1|9622,103.246.232.84
osa1|4711,103.246.232.102
osa1|54994,103.246.232.142
osa1|10019,103.246.232.144
osa1|18283,103.246.232.149
osa1|2907,103.246.232.150
osa1|18135,103.246.232.154
osa1|18126,103.246.232.217
osa1|23748,103.246.232.252
osa1|9354,103.246.232.140,203.190.227.3
osa1|9605,203.190.227.5,203.190.227.6
osa1|63399,203.190.227.19
osa1|24115,203.190.227.253,203.190.227.254
osa1|7671,210.173.178.30
osa1|23634,210.173.178.36
osa1|23774,210.173.178.38
osa1|138384,103.246.232.55,203.190.227.21,210.173.178.39
osa1|24572,210.173.178.44
osa1|17511,103.246.232.157,203.190.227.1,210.173.178.47
osa1|9371,103.246.232.113,203.190.227.12,210.173.178.50
osa1|55392,210.173.178.55
osa1|9374,210.173.178.62
osa1|2635,210.173.178.68
osa1|714,103.246.232.64,203.190.227.17,203.190.227.18,210.173.178.76
osa1|23786,210.173.178.85
osa1|27471,103.246.232.187,210.173.178.95
osa1|45686,210.173.178.101,210.173.178.102
osa1|4862,210.173.178.114
osa1|17676,218.100.9.11,218.100.9.12
osa1|10021,103.246.232.129,210.173.178.74,218.100.9.16
osa1|23640,218.100.9.21,218.100.9.22
osa1|16509,103.246.232.127,203.190.227.4,210.173.178.59,218.100.9.24
osa1|13335,103.246.232.134,203.190.227.8,210.173.178.71,218.100.9.25
osa1|15169,103.246.232.95,203.190.227.7,210.173.178.56,210.173.178.57,218.100.9.27
osa1|8075,103.246.232.116,210.173.178.16,218.100.9.28
osa1|20940,103.246.232.201,218.100.9.30
osa1|22822,103.246.232.123,218.100.9.31
osa1|15133,103.246.232.234,203.190.227.15,210.173.178.79,218.100.9.32
osa1|10000,103.246.232.141,210.173.178.82,218.100.9.34
osa1|54113,103.246.232.176,103.246.232.177,203.190.227.10,203.190.227.11,210.173.178.87,210.173.178.89,218.100.9.29,218.100.9.37
osa1|24255,103.246.232.130,210.173.178.42,218.100.9.53
osa1|7524,103.246.232.50,218.100.9.58
osa1|8220,103.246.232.241,210.173.178.63,218.100.9.59
osa1|17958,218.100.9.70
osa1|10010,103.246.232.124,218.100.9.71
osa1|14340,103.246.232.43,218.100.9.80
osl1|50304,91.198.176.12
osl1|29479,91.198.176.19
osl1|44511,91.198.176.28
osl1|57381,91.198.176.31
osl1|31800,91.198.176.65
osl1|49409,91.198.176.71
osl1|21485,91.198.176.75
osl1|6233,91.198.176.78
osl1|34962,91.198.176.79
osl1|61300,91.198.176.253,91.198.176.254
osl1|2116,185.1.55.3
osl1|49788,91.198.176.14,185.1.55.10
osl1|8896,185.1.55.15
osl1|12996,185.1.55.22
osl1|56655,185.1.55.35
osl1|21201,185.1.55.36
osl1|16186,91.198.176.10,185.1.55.37
osl1|57660,185.1.55.39
osl1|13335,91.198.176.64,185.1.55.41
osl1|200781,91.198.176.70,185.1.55.44
osl1|197595,185.1.55.45
osl1|21171,185.1.55.48
osl1|30950,185.1.55.59
osl1|16509,185.1.55.60
osl1|19679,185.1.55.61
osl1|41164,185.1.55.18,185.1.55.70
osl1|31726,185.1.55.87
osl1|8674,185.1.55.200,185.1.55.201
osl1|26415,185.1.55.204
pao1|24,198.32.136.2
pao1|668,198.32.153.25
pao1|57976,198.32.176.4
pao1|6447,198.32.176.5
pao1|12654,198.32.176.6
pao1|22822,198.32.176.9
pao1|14361,198.32.176.10
pao1|8966,198.32.176.16
pao1|5650,198.32.176.27
pao1|7342,198.32.176.30
pao1|9924,198.32.176.34
pao1|46786,198.32.176.37
pao1|3786,198.32.176.43
pao1|42,198.32.176.53
pao1|33517,198.32.176.56
pao1|29791,198.32.176.59
pao1|17451,198.32.176.60
pao1|2516,198.32.176.66
pao1|1248,198.32.176.68
pao1|64208,198.32.176.69
pao1|33011,198.32.176.81
pao1|26803,198.32.176.82
pao1|32354,198.32.176.85
pao1|64597,198.32.176.91
pao1|4648,198.32.176.97
pao1|36692,198.32.176.98
pao1|3605,198.32.176.100
pao1|3292,198.32.176.101
pao1|16276,198.32.176.106
pao1|19750,198.32.176.110
pao1|4323,198.32.176.111
pao1|7473,198.32.176.113
pao1|9318,198.32.176.75,198.32.176.117
pao1|32880,198.32.176.122
pao1|13414,198.32.176.123,198.32.176.124
pao1|20940,198.32.176.127
pao1|11164,198.32.176.128
pao1|15412,198.32.176.137
pao1|36089,198.32.176.138
pao1|2647,198.32.176.140
pao1|10310,198.32.176.135,198.32.176.148
pao1|44444,198.32.176.150
pao1|8075,198.32.176.152
pao1|40627,198.32.176.156
pao1|9505,198.32.176.160
pao1|19151,198.32.176.164
pao1|4761,198.32.176.167
pao1|13335,198.32.176.171
pao1|9264,198.32.176.174
pao1|7575,198.32.176.177
pao1|45102,198.32.176.180
pao1|54312,198.32.176.188
pao1|23393,198.32.176.196
pao1|12322,198.32.176.197
pao1|7713,198.32.176.198
pao1|9498,198.32.176.203
pao1|33419,198.32.176.204
pao1|36351,198.32.176.207
pao1|9416,198.32.176.212
pao1|14907,198.32.176.214
pao1|16509,198.32.176.36,198.32.176.217
pao1|8674,198.32.176.218,198.32.176.219
pao1|199524,198.32.176.226
pao1|32787,198.32.176.228
pao1|14340,198.32.176.229
pao1|54113,198.32.176.230,198.32.176.231
pao1|46489,198.32.176.32,198.32.176.232
pao1|13285,198.32.176.233
pao1|714,198.32.176.237
pao1|19679,198.32.176.200,198.32.176.238
pao1|41095,198.32.176.239
pao1|24115,198.32.176.244,198.32.176.246
pao1|3856,198.32.176.249
par2|16265,37.49.236.6
par2|21502,37.49.236.7
par2|8487,37.49.236.12
par2|29513,37.49.236.13
par2|204355,37.49.236.15
par2|39180,37.49.236.16
par2|9002,37.49.236.17
par2|2484,37.49.236.20
par2|20900,37.49.236.23
par2|37613,37.49.236.25
par2|49690,37.49.236.26
par2|29286,37.49.236.29
par2|24776,37.49.236.41
par2|8560,37.49.236.42
par2|43646,37.49.236.43
par2|6738,37.49.236.48
par2|44141,37.49.236.50
par2|15436,37.49.236.59
par2|21042,37.49.236.62
par2|37100,37.49.236.67
par2|20562,37.49.236.68
par2|31449,37.49.236.73
par2|34288,37.49.236.83
par2|42473,37.49.236.85
par2|39386,37.49.236.87
par2|12826,37.49.236.88
par2|15830,37.49.236.89
par2|28855,37.49.236.94
par2|41690,37.49.236.96
par2|2611,37.49.236.100
par2|197133,37.49.236.121
par2|198290,37.49.236.123
par2|2602,37.49.236.125
par2|37002,37.49.236.126
par2|8632,37.49.236.127
par2|57468,37.49.236.131
par2|197692,37.49.236.133
par2|51405,37.49.236.136
par2|39605,37.49.236.40,37.49.236.139
par2|51985,37.49.236.142
par2|34422,37.49.236.147
par2|15965,37.49.236.148
par2|34993,37.49.236.149
par2|9153,37.49.236.152
par2|43436,37.49.236.155
par2|199125,37.49.236.160
par2|29639,37.49.236.164
par2|20940,37.49.236.168
par2|58308,37.49.236.172
par2|47242,37.49.236.176
par2|12779,37.49.236.177
par2|8966,37.49.236.178
par2|30126,37.49.236.181
par2|198126,37.49.236.183
par2|57928,37.49.236.187
par2|33930,37.49.236.86,37.49.236.193
par2|31019,37.49.236.194
par2|2595,37.49.236.197
par2|49594,37.49.236.200
par2|49375,37.49.236.201
par2|8816,37.49.236.208
par2|36692,37.49.236.210
par2|39636,37.49.236.211
par2|16191,37.49.236.212
par2|48296,37.49.236.213
par2|48166,37.49.236.216
par2|9304,37.49.236.221
par2|196983,37.49.236.222
par2|44494,37.49.236.223
par2|57633,37.49.236.226
par2|39931,37.49.236.229
par2|197422,37.49.236.233
par2|200116,37.49.236.234
par2|24843,37.49.236.235
par2|60171,37.49.236.239
par2|2613,37.49.236.246
par2|49434,37.49.236.249
par2|51706,37.49.236.250,37.49.236.251
par2|5400,37.49.237.2
par2|13285,37.49.237.3
par2|50812,37.49.237.6
par2|15826,37.49.237.14
par2|46489,37.49.237.25,37.49.237.26
par2|41090,37.49.237.33
par2|39122,37.49.237.38
par2|47608,37.49.237.41
par2|25178,37.49.237.45
par2|197922,37.49.237.51
par2|31638,37.49.237.52
par2|32590,37.49.237.57
par2|199218,37.49.237.68
par2|13414,37.49.237.70,37.49.237.71
par2|205801,37.49.237.75
par2|26415,37.49.237.81
par2|25091,37.49.237.83
par2|34572,37.49.237.84
par2|328107,37.49.237.85
par2|42845,37.49.237.86
par2|30919,37.49.237.91
par2|35661,37.49.237.92
par2|16211,37.49.236.56,37.49.237.93
par2|21351,37.49.237.94
par2|204207,37.49.237.97
par2|200780,37.49.237.100
par2|2686,37.49.237.104
par2|62044,37.49.237.88,37.49.237.105
par2|12876,37.49.237.27,37.49.237.111
par2|60032,37.49.237.113
par2|37693,37.49.237.115
par2|58453,37.49.237.116
par2|50624,37.49.237.118
par2|43930,37.49.237.124,37.49.237.125
par2|8674,37.49.236.198,37.49.237.134
par2|49920,37.49.237.137
par2|51326,37.49.237.139
par2|20764,37.49.237.141
par2|205555,37.49.237.142
par2|203789,37.49.237.148
par2|47254,37.49.237.144,37.49.237.149
par2|15695,37.49.237.153
par2|54994,37.49.237.155
par2|2635,37.49.237.157
par2|205344,37.49.237.161
par2|13237,37.49.237.163
par2|8346,37.49.237.168
par2|49763,37.49.237.160,37.49.237.169
par2|327814,37.49.237.170
par2|199524,37.49.237.175
par2|8361,37.49.237.184
par2|200748,37.49.237.190
par2|51468,37.49.237.191
par2|204708,37.49.237.194
par2|202321,37.49.237.195
par2|24940,37.49.237.197
par2|51257,37.49.237.202
par2|42275,37.49.237.204
par2|57752,37.49.237.206
par2|61955,37.49.237.214
par2|25358,195.42.144.3
par2|35393,37.49.236.11,195.42.144.5
par2|8218,37.49.236.1,195.42.144.7
par2|29169,37.49.236.154,195.42.144.8
par2|47841,195.42.144.11
par2|6461,37.49.237.180,195.42.144.13
par2|13193,195.42.144.15
par2|42,37.49.236.92,195.42.144.17
par2|3856,37.49.236.91,195.42.144.18
par2|1273,195.42.144.20
par2|44980,195.42.144.22
par2|39444,37.49.237.28,195.42.144.23
par2|22822,37.49.236.38,195.42.144.26
par2|31216,37.49.236.102,195.42.144.27
par2|8426,37.49.236.60,37.49.236.61,195.42.144.30
par2|44444,37.49.236.119,195.42.144.31
par2|36629,195.42.144.32
par2|41157,37.49.236.97,195.42.144.33
par2|30889,37.49.236.184,195.42.144.39
par2|39104,37.49.236.167,195.42.144.40
par2|8839,195.42.144.41
par2|35625,37.49.236.24,195.42.144.43
par2|43531,195.42.144.44
par2|34019,37.49.236.71,195.42.144.47
par2|29152,195.42.144.48
par2|12350,195.42.144.50
par2|43100,195.42.144.54
par2|8565,37.49.236.78,195.42.144.58
par2|16347,37.49.236.36,195.42.144.61
par2|34177,37.49.236.32,195.42.144.63
par2|8554,37.49.236.49,195.42.144.64
par2|15133,195.42.144.65
par2|15557,195.42.144.66
par2|29075,37.49.236.205,195.42.144.71
par2|29605,195.42.144.72
par2|29608,37.49.236.31,195.42.144.74
par2|34659,37.49.236.99,195.42.144.76
par2|50858,37.49.236.65,195.42.144.77
par2|7500,195.42.144.79
par2|8784,37.49.236.33,195.42.144.81
par2|30781,37.49.236.3,195.42.144.82
par2|31167,37.49.236.107,195.42.144.83
par2|35665,195.42.144.85
par2|44099,37.49.236.51,195.42.144.89
par2|16080,37.49.237.15,195.42.144.90
par2|51243,195.42.144.91
par2|9036,37.49.236.104,195.42.144.97
par2|24115,195.42.144.98,195.42.144.99
par2|39072,37.49.236.189,195.42.144.106
par2|15422,37.49.236.64,195.42.144.107
par2|6774,195.42.144.108
par2|33835,37.49.236.8,195.42.144.109
par2|31564,195.42.144.110
par2|44334,195.42.144.111
par2|12041,195.42.144.112
par2|50032,37.49.236.138,195.42.144.113
par2|50087,195.42.144.114
par2|5577,195.42.144.115
par2|8304,37.49.236.153,195.42.144.116
par2|199396,37.49.236.84,195.42.144.120
par2|50620,37.49.236.74,195.42.144.121
par2|35717,37.49.236.69,195.42.144.122
par2|16128,37.49.236.44,195.42.144.124
par2|51269,37.49.236.101,195.42.144.128
par2|39326,37.49.236.80,195.42.144.129
par2|6661,37.49.236.90,195.42.144.130
par2|14537,195.42.144.132
par2|34006,37.49.236.14,195.42.144.133
par2|57119,37.49.236.117,195.42.144.136
par2|25593,37.49.236.79,195.42.144.137
par2|13030,195.42.144.138
par2|52075,37.49.236.120,195.42.144.142
par2|13335,37.49.237.49,195.42.144.143
par2|41653,195.42.144.145
par2|112,37.49.236.37,195.42.144.146
par2|2486,37.49.236.21,195.42.144.153
par2|41095,195.42.144.155
par2|16509,37.49.236.118,37.49.237.166,195.42.144.162
par2|30972,37.49.236.182,195.42.144.163
par2|8309,37.49.237.47,195.42.144.170
par2|8399,37.49.236.72,37.49.236.75,195.42.144.176
par2|29246,37.49.236.116,195.42.144.178
par2|45629,37.49.236.129,195.42.144.180
par2|198335,37.49.236.140,195.42.144.183
par2|14413,37.49.236.161,195.42.144.185
par2|16276,37.49.236.144,195.42.144.186
par2|49517,195.42.144.187
par2|12362,195.42.144.188
par2|197653,195.42.144.189
par2|198545,37.49.236.157,195.42.144.191
par2|198507,195.42.144.192
par2|21409,37.49.236.76,195.42.144.195
par2|39600,37.49.236.34,195.42.144.196
par2|6412,195.42.144.197
par2|59689,37.49.236.188,195.42.144.199
par2|197981,37.49.236.114,37.49.236.115,195.42.144.202
par2|53589,195.42.144.203
par2|34655,195.42.144.204
par2|8262,195.42.144.206
par2|44976,195.42.144.209
par2|57809,37.49.237.22,195.42.144.214
par2|5410,37.49.236.63,195.42.144.217
par2|42929,195.42.144.218
par2|43142,37.49.236.111,195.42.144.219
par2|24904,37.49.236.105,195.42.144.220
par2|16363,195.42.144.226
par2|15547,37.49.236.156,195.42.144.229
par2|60532,195.42.144.231
par2|60362,195.42.144.233
par2|31328,37.49.236.143,195.42.144.235
par2|48305,195.42.144.240
par2|34863,37.49.236.113,195.42.144.126,195.42.144.241
par2|65517,195.42.144.250
par2|24990,195.42.144.2,195.42.145.2
par2|6908,195.42.145.4
par2|199660,37.49.236.46,195.42.145.5
par2|57068,195.42.145.7
par2|199383,195.42.145.10
par2|37054,37.49.236.171,195.42.145.11
par2|61221,195.42.145.13
par2|29301,195.42.145.19
par2|6696,195.42.145.23
par2|29467,37.49.236.227,195.42.145.24
par2|8075,37.49.236.5,195.42.145.28
par2|36351,195.42.145.33
par2|198551,37.49.237.11,195.42.145.35
par2|2200,37.49.236.19,195.42.145.38
par2|35600,37.49.236.55,195.42.145.41
par2|43858,37.49.237.98,195.42.145.43
par2|57976,37.49.236.53,195.42.145.55
par2|31424,37.49.237.69,195.42.145.61
par2|202140,37.49.237.87,195.42.145.62
par2|59842,37.49.237.146,37.49.237.210,195.42.145.63
par2|20766,37.49.236.190,195.42.145.64
par2|15169,37.49.236.2,195.42.145.65
par2|200077,195.42.145.71
par2|50245,37.49.236.203,195.42.145.74
par2|61205,37.49.237.79,195.42.145.75
par2|199121,37.49.237.82,195.42.145.79
par2|9009,195.42.145.83
par2|44981,195.42.145.84
par2|48519,37.49.237.114,195.42.145.101
par2|44994,195.42.145.103
par2|50903,37.49.237.16,195.42.145.113
par2|35280,37.49.237.108,195.42.145.114
par2|49463,37.49.236.145,37.49.236.146,195.42.145.115
par2|20565,195.42.145.116
par2|198435,37.49.237.32,195.42.145.118
par2|41405,37.49.236.202,195.42.145.121
par2|43445,195.42.145.125
par2|8220,37.49.236.58,195.42.145.126
par2|203596,195.42.145.127
par2|203698,37.49.236.244,195.42.145.130
par2|54113,195.42.145.131,195.42.145.132
par2|10310,37.49.237.5,195.42.145.133
par2|3303,195.42.145.136
par2|62000,195.42.145.137
par2|27471,195.42.145.138,195.42.145.139
par2|198682,37.49.237.20,195.42.145.141
par2|206359,195.42.145.143
par2|60350,37.49.237.35,195.42.145.144
par2|198239,195.42.145.150
par2|199483,37.49.237.109,37.49.237.120,195.42.145.152
par2|19551,195.42.145.153
par2|14340,37.49.237.154,195.42.145.172
par2|39781,37.49.237.173,195.42.145.180
par2|44527,195.42.145.187
par2|39405,37.49.236.220,195.42.145.188
par2|714,37.49.237.176,37.49.237.177,37.49.237.178,37.49.237.179,195.42.145.189,195.42.145.190
par2|36924,195.42.145.198
par2|202276,195.42.145.204,195.42.145.205
par2|33438,195.42.145.186,195.42.145.206
par2|39542,195.42.145.212
par2|36236,37.49.236.112,195.42.145.214
par2|199708,195.42.145.49,195.42.145.218
par2|35426,195.42.145.227
par2|49544,37.49.237.230,195.42.145.235
pdx1|3701,198.32.195.15
pdx1|101,198.32.195.17
pdx1|4181,198.32.195.18
pdx1|1798,198.32.195.23
pdx1|11986,198.32.195.25
pdx1|15191,198.32.195.29
pdx1|6423,198.32.195.30
pdx1|13649,198.32.195.31
pdx1|36416,198.32.195.38
pdx1|13857,198.32.195.45
pdx1|26689,198.32.195.47
pdx1|11404,198.32.195.49
pdx1|54154,198.32.195.50
pdx1|46110,198.32.195.53
pdx1|14380,198.32.195.54
pdx1|53869,198.32.195.55
pdx1|18516,198.32.195.60
pdx1|11045,198.32.195.64
pdx1|62915,198.32.195.67
pdx1|10973,198.32.195.70
pdx1|11233,198.32.195.71
pdx1|15305,198.32.195.72
pdx1|16713,198.32.195.75
pdx1|11995,198.32.195.78
pdx1|393626,198.32.195.79
pdx1|6507,198.32.195.82
pdx1|53597,198.32.195.93
pdx1|13335,198.32.195.95
pdx1|27008,198.32.195.100
pdx1|16509,198.32.195.101,198.32.195.102
pdx1|12102,198.32.195.103
pdx1|20394,198.32.195.104
pdx1|10494,198.32.195.105
pdx1|395719,198.32.195.106
pdx1|10310,198.32.195.111,198.32.195.112
pdx1|26038,198.32.195.115
pdx1|19116,198.32.195.119
pdx1|46489,198.32.195.121,198.32.195.122
pdx1|6233,198.32.195.123
pdx1|395502,198.32.195.126
pdx1|42,198.32.195.241
pdx1|3856,198.32.195.242
pdx1|63028,198.32.195.251,198.32.195.252
phl1|29848,206.80.234.5
phl1|26415,206.80.234.9
phl1|14877,206.80.234.10
phl1|46,206.80.234.11
phl1|46450,206.80.234.12
phl1|15133,206.80.234.25
phl1|54033,206.80.234.1,206.80.234.2,206.80.234.128
phx2|65000,206.41.105.1
phx2|53698,206.41.105.9
phx2|3043,206.41.105.10
phx2|53767,206.41.105.15
phx2|15305,206.41.105.16
phx2|62904,206.41.105.17
phx2|46562,206.41.105.22
phx2|7752,206.41.105.27
phx2|14237,206.41.105.28
phx2|10489,206.41.105.30
phx2|12189,206.41.105.31
phx2|32244,206.41.105.33
phx2|20940,206.41.105.35
phx2|26978,206.41.105.38
phx2|47065,206.41.105.42
phx2|8075,206.41.105.44
phx2|23473,206.41.105.49
phx2|13335,206.41.105.53
phx2|36236,206.41.105.54
phx2|14340,206.41.105.62
phx2|42,206.41.105.68
phx2|3856,206.41.105.69
phx2|16509,206.41.105.70
phx2|39619,206.41.105.77
phx2|393950,206.41.105.79
